scenario_id,scenario_description,recommended_care_option,explanation,urgency_level
5e432c14-baf1-45e3-b184-1c2fed268333,A 45-year-old visitor from Japan at a national park. Visitor needs routine vaccinations or travel immunizations not received before departure.,Community Health Clinic,"Many community health clinics offer vaccination services, including travel vaccines, often at reduced cost compared to private clinics.",Low
a65e34c3-2215-46da-97f5-939cbc040096,A 68-year-old visitor from Italy at a beach resort. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
32fbb934-a49f-4414-88b9-e0a489448458,"A 50-year-old visitor from the UK attending a business conference. Visitor has a broken bone with visible deformity after a fall, and extreme pain.",Emergency Room (ER),"Suspected fractures with deformity require ER evaluation for imaging, realignment, and possible casting or surgical intervention.",High
bae1b60f-8b67-4736-9e0d-9a56f8d70a02,A 22-year-old student from South Korea at an Airbnb rental. Traveler ingested an unknown substance accidentally and is feeling dizzy and nauseous.,Emergency Room (ER),Suspected poisoning requires immediate ER evaluation. Also contact Poison Control at 1-800-222-1222.,Critical
2025c0ba-bb78-4448-873d-b8aaab20f818,A 62-year-old tourist from Germany after a long-haul flight. Visitor wants motion sickness medication before a cruise or long road trip.,Pharmacy,OTC options like dimenhydrinate (Dramamine) or meclizine are available at pharmacies for motion sickness prevention.,Low
8ab9f65b-c0fd-44ee-b88f-ef9f038bc3bd,"A 40-year-old visitor from Saudi Arabia on a 2-week vacation. Traveler is experiencing signs of stroke: face drooping, arm weakness, slurred speech.",Emergency Room (ER),"FAST symptoms (Face drooping, Arm weakness, Speech difficulty, Time to call 911) indicate a stroke. Every minute counts — call 911 immediately.",Critical
cceae43b-b787-44f3-b1b7-db0b20abaf66,A 72-year-old retiree from Canada during a layover. Visitor is experiencing severe chest pain radiating to the left arm with shortness of breath.,Emergency Room (ER),Chest pain with radiation to the arm may indicate a cardiac emergency. Call 911 or go to the ER immediately. This is a life-threatening situation requiring immediate evaluation.,Critical
963bb236-6bb7-40d1-9ac8-c65c39423966,A 28-year-old traveler from Brazil after a long-haul flight. Traveler needs medical documentation or a sick note for travel insurance purposes.,Telehealth Service,"Telehealth physicians can provide medical documentation, letters, and notes during a virtual consultation.",Low
e717c73d-e1c3-44db-a659-d3c3677270d8,A 72-year-old retiree from Canada attending a business conference. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
9437a22a-e1ae-4fa1-bc10-7e39f1b50f80,A 72-year-old retiree from Canada at an Airbnb rental. Visitor needs routine vaccinations or travel immunizations not received before departure.,Community Health Clinic,"Many community health clinics offer vaccination services, including travel vaccines, often at reduced cost compared to private clinics.",Low
04edca7b-5135-470c-9dae-e31aefe78e5d,A 45-year-old visitor from Japan at a beach resort. Visitor has mild COVID symptoms and wants a virtual consultation before seeking in-person care.,Telehealth Service,"Telehealth providers can assess COVID symptoms, recommend testing, and advise on next steps without requiring an in-person visit.",Moderate
f06bb16f-4ed9-4332-8a2d-929acc82893f,A 47-year-old traveler from Portugal after a long-haul flight. Visitor needs a prescription transferred from their home country and filled locally.,Pharmacy,Pharmacists can advise on whether foreign prescriptions can be accepted (policies vary by state). A telehealth or urgent care visit may be needed to get a US prescription.,Low-Moderate
6276b82d-5b9b-4c6d-9ca6-b30ed3c3796a,A 45-year-old visitor from Japan sightseeing in the city. Traveler is experiencing a seizure for the first time with no prior history of epilepsy.,Emergency Room (ER),A first-time seizure requires immediate ER evaluation to identify the underlying cause.,Critical
40c243ed-4047-4906-bd6d-af829124cc3b,A 35-year-old business traveler from France at a beach resort. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
3c5ac17a-2ba0-4c93-8330-d49ecbe48a5d,A 28-year-old traveler from Brazil on a cruise stopover. Visitor needs a prescription transferred from their home country and filled locally.,Pharmacy,Pharmacists can advise on whether foreign prescriptions can be accepted (policies vary by state). A telehealth or urgent care visit may be needed to get a US prescription.,Low-Moderate
844a94e5-715f-45de-b74b-bc2169b5e9f5,A 25-year-old traveler from India attending a business conference. Traveler needs blood work or basic lab tests but does not have health insurance.,Community Health Clinic,Community health centers can order and interpret basic lab tests on a sliding fee scale for uninsured patients.,Low
bcc78c63-666c-472b-8377-560bc7cf76e2,A 25-year-old traveler from India at a national park. Traveler has a persistent cough lasting 5 days with no shortness of breath or chest pain.,Urgent Care Center,"Urgent care can evaluate upper respiratory infections, prescribe cough suppressants, and rule out pneumonia with a chest X-ray.",Low-Moderate
fe7fc2b1-39a3-4ff1-99df-08e04ca398e5,A 72-year-old retiree from Canada at a beach resort. Visitor has a deep laceration that is bleeding heavily and not stopping with direct pressure.,Emergency Room (ER),Uncontrolled bleeding from a deep wound is a medical emergency. Go to the ER or call 911 for immediate wound care and possible surgery.,Critical
01bc0add-281b-4577-a249-9e75f61025fe,"A 68-year-old visitor from Italy visiting family. Visitor fell and hit their head, briefly losing consciousness and now feeling confused.",Emergency Room (ER),Loss of consciousness and confusion after a head injury indicates possible concussion or traumatic brain injury requiring immediate ER evaluation.,Critical
209cb5a8-12d5-4b31-844c-58e18316c677,A 40-year-old visitor from Saudi Arabia on a 2-week vacation. Traveler has a persistent cough lasting 5 days with no shortness of breath or chest pain.,Urgent Care Center,"Urgent care can evaluate upper respiratory infections, prescribe cough suppressants, and rule out pneumonia with a chest X-ray.",Low-Moderate
1cee7418-4235-4023-8987-fa6506f74713,A 25-year-old traveler from India at an Airbnb rental. Visitor is experiencing severe chest pain radiating to the left arm with shortness of breath.,Emergency Room (ER),Chest pain with radiation to the arm may indicate a cardiac emergency. Call 911 or go to the ER immediately. This is a life-threatening situation requiring immediate evaluation.,Critical
549baefd-9344-4bfd-81e9-590c99d787ae,A 28-year-old traveler from Brazil after a long-haul flight. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
ac31b388-b6d0-46cc-bc12-967c4dca5dc9,A 19-year-old student from Mexico after a long-haul flight. Visitor has a suspected urinary tract infection with burning sensation and frequent urination.,Urgent Care Center,Urgent care centers can diagnose UTIs with a urine test and prescribe appropriate antibiotics quickly.,Moderate
1f35d80d-9490-4761-be5a-037fa804b70d,A 30-year-old tourist from Australia visiting family. Traveler ingested an unknown substance accidentally and is feeling dizzy and nauseous.,Emergency Room (ER),Suspected poisoning requires immediate ER evaluation. Also contact Poison Control at 1-800-222-1222.,Critical
1cec6000-dd93-4f61-b123-34a9f523a6c2,A 25-year-old traveler from India at a hotel. Visitor developed a mild rash after eating at a restaurant and is unsure of the cause.,Urgent Care Center,"Urgent care can evaluate mild allergic reactions and skin rashes, prescribe antihistamines, and rule out more serious conditions.",Moderate
257d2d75-5c7b-4f37-aa24-2a4a5ebd7af4,A 47-year-old traveler from Portugal on a student exchange program. Traveler needs medical documentation or a sick note for travel insurance purposes.,Telehealth Service,"Telehealth physicians can provide medical documentation, letters, and notes during a virtual consultation.",Low
e4098299-e25c-4b67-9188-40d913a557f5,A 33-year-old tourist from Spain at a beach resort. Traveler without insurance needs to see a doctor for a non-emergency concern and cannot afford ER prices.,Community Health Clinic,"Federally Qualified Health Centers (FQHCs) provide care on a sliding fee scale based on income, making them accessible for uninsured visitors.",Low
f1c5707d-6105-4235-a26a-765b000e49ba,A 72-year-old retiree from Canada at an Airbnb rental. Traveler needs a prescription renewal for a chronic condition medication they take regularly.,Telehealth Service,Telehealth providers can evaluate ongoing chronic conditions and issue prescription renewals in most states. This is the most convenient option for travelers.,Low-Moderate
0866704b-e74a-455a-8db6-762d2489b667,A 45-year-old visitor from Japan at an amusement park. Visitor needs antidiarrheal medication after stomach upset from travel.,Pharmacy,OTC medications like loperamide (Imodium) for diarrhea are available at any pharmacy without a prescription.,Low
d38add95-a053-4732-8116-8a48e54c4c94,A 55-year-old visitor from China on a student exchange program. Traveler needs a prescription renewal for a chronic condition medication they take regularly.,Telehealth Service,Telehealth providers can evaluate ongoing chronic conditions and issue prescription renewals in most states. This is the most convenient option for travelers.,Low-Moderate
ed38c0b1-287c-4562-a649-7c0a4dc69ba5,A 22-year-old student from South Korea at a hotel. Visitor wants medical advice about a mild skin rash that appeared during travel.,Telehealth Service,Telehealth dermatology services allow photo-based consultations for skin conditions. A provider can assess and prescribe treatment if needed.,Low
