term_id,term,simple_explanation,visitor_friendly_explanation
5e44542e-decb-46ee-b4f0-3863f4a369bc,CT Scan,A computed tomography scan that uses X-rays to create detailed cross-sectional images of the body.,"A CT scan produces detailed images of your internal organs, bones, and tissues. It is more detailed than a standard X-ray and is typically done at a hospital or emergency setting for more serious conditions."
956ce108-10d1-4ef0-8923-32cd1c88abc4,Sliding Scale Fee,A payment system where the cost of services is adjusted based on a patient's income level.,"Some community health clinics charge based on what you can afford — the less you earn, the less you pay. This is called a sliding scale fee. Uninsured visitors with limited funds can access real medical care this way."
0bb35aca-de68-440e-a78e-8b0475fde49e,Prescription Medication,Medication that legally requires a written order from a licensed healthcare provider before it can be dispensed by a pharmacist.,"Some medications are prescription-only, meaning a US doctor must authorize them before a pharmacy will give them to you. If you need a prescription from home refilled, you may need a telehealth or urgent care visit to get a US prescription."
45593191-634a-4972-a868-937867c0172e,Travel Insurance,"Insurance purchased before a trip that can cover medical emergencies, trip cancellations, and other unexpected events during travel.","Travel insurance is your financial safety net while traveling internationally. If you get sick or injured in the US, it can help cover your hospital bills, emergency transport, and even medical evacuation back to your home country."
81b57978-be08-44f4-af0e-692131d36caf,Health Savings Account (HSA),A tax-advantaged savings account used to pay for qualified medical expenses.,"An HSA is a special savings account where you set aside pre-tax money specifically to pay for medical expenses like copays, medications, and dental visits. Only available with high-deductible health plans."
3f87b4fc-8c7d-49cf-beb1-0309088a46ae,Copay,"A fixed dollar amount you pay for a covered healthcare service, usually at the time of service.","Think of a copay like a fixed entry fee. For example, you might pay $30 every time you visit a doctor, regardless of what happens during the appointment. Your insurance covers the rest of the bill."
91666825-fcd1-4f23-a34f-d41c6fea2df0,GoodRx,A free US-based prescription discount service that provides coupons to reduce the cost of medications at participating pharmacies.,GoodRx is a free app or website (goodrx.com) that gives you discount coupons for prescription medications at US pharmacies. Uninsured visitors can often save 60–80% on medications using GoodRx. No insurance required.
a82d0b09-e662-49f5-bc92-cfec1d803793,Referral,A formal recommendation from one healthcare provider directing a patient to see another provider or specialist.,"If your urgent care doctor believes you need to see a specialist (e.g., a heart doctor or bone specialist), they will give you a referral — a formal recommendation to schedule an appointment with that specialist."
11411615-6be1-442f-8a87-2ea76d48b88a,Formulary,A list of prescription medications covered by an insurance plan.,"Your insurance plan has a list of approved medications it will help pay for — this list is called a formulary. If your medication is not on the list, you may have to pay full price or ask your doctor for an alternative that is covered."
2f2a5f34-8475-46a3-a33b-21981d7e408f,EpiPen,A brand-name auto-injector device containing epinephrine used to treat severe allergic reactions.,"An EpiPen is an emergency device that injects epinephrine (adrenaline) into your thigh to rapidly reverse severe allergic reactions. If prescribed one by your doctor, always carry it while traveling. After use, go to the ER immediately."
9b27e5c8-440f-487a-b838-465e7c7f3f4c,Travel Insurance,"Insurance purchased before a trip that can cover medical emergencies, trip cancellations, and other unexpected events during travel.","Travel insurance is your financial safety net while traveling internationally. If you get sick or injured in the US, it can help cover your hospital bills, emergency transport, and even medical evacuation back to your home country."
093ca9da-dca8-486f-b60b-4e529c3057ae,Lab Work / Blood Work,"Medical tests performed on blood, urine, or other body fluids to assess health status or diagnose conditions.","When a doctor orders 'labs' or 'blood work,' a small blood or urine sample is collected and analyzed. Results help the doctor understand what is happening in your body, such as checking for infection or monitoring organ function."
f1a4f978-230d-419a-8830-e7aca0571dd5,Vital Signs,"Measurements of basic body functions including temperature, blood pressure, pulse rate, and breathing rate.","When you visit any clinic, a nurse will check your vital signs first: your temperature, blood pressure, heart rate, and how fast you breathe. These basic measurements help the doctor understand your overall health state."
727caa31-b35c-45b3-87c3-6f61c2e7dd22,Formulary,A list of prescription medications covered by an insurance plan.,"Your insurance plan has a list of approved medications it will help pay for — this list is called a formulary. If your medication is not on the list, you may have to pay full price or ask your doctor for an alternative that is covered."
ddb852bb-6e2a-47a8-a9b1-983cd415e568,Prior Authorization,Approval from your insurance company required before receiving certain medical services or medications.,"For some expensive treatments or medications, your insurance company wants to approve it first before they agree to help pay. This pre-approval is called prior authorization. Without it, they may not cover the service."
b555e777-ab30-42e2-aeff-e70edf9b5e50,Primary Care Physician (PCP),"A doctor who provides general, preventive, and ongoing health care and is typically your first point of contact in the healthcare system.","Your PCP is your regular 'family doctor' who knows your medical history and helps manage your overall health. For international visitors, getting a PCP appointment quickly can be difficult — urgent care or telehealth are better options for immediate needs."
